QuestionId,QuestionTitle,QuestionBody,QuestionTags,QuestionBodyLength,URLImageCount,LOC,UserReputation,UserGoldBadges,UserSilverBadges,UserBronzeBadges,QuestionAcceptRate,QuestionViewCount,QuestionFavoriteCount,UserUpVoteCount,QuestionAnswersCount,QuestionScore,QuestionCreationDate,FirstAnswerCreationDate,AcceptedAnswerCreationDate,FirstAnswerIntervalDays,AcceptedAnswerIntervalDays,QuestionLabel,QuestionLabelDefinition
48348366,"Eloquent join using ""USING"" clause with N query","I'm using Slim Framework with Illuminate Database.
I want to make JOIN query with USING clause. Let's say given Sakila database. Diagram:
How to make join with USING clause (not ON) in eloquent model?
SELECT film_id,title,first_name,last_name 
FROM film_actor 
INNER join film USING(film_id) -- notice 
INNER join actor USING(actor_id) -- notice 
What I want is an eager loading with EXACT 1 query. The use of eloquent relationships described in the API is not meeting my expectation, since any eager relation use N+1 query. I want to make it less IO to database.
FilmActor model :
class FilmActor extends Model
{
    protected $table = 'film_actor';
    protected $primaryKey = [&quot;actor_id&quot;, &quot;film_id&quot;];
    protected $incrementing = false;
    protected $appends = ['full_name'];
    // i need to make it in Eloquent model way, so it easier to manipulate
    public function getFullNameAttribute()  
    {
        $fn = &quot;&quot;;
        $fn .= isset($this-&gt;first_name) ? $this-&gt;first_name .&quot; &quot;: &quot;&quot;;
        $fn .= isset($this-&gt;last_name) ? $this-&gt;last_name .&quot; &quot;: &quot;&quot;;
        return $fn; 
    }
    public function allJoin()
    {
        // how to join with &quot;USING&quot; clause ?
        return self::select([&quot;film.film_id&quot;,&quot;title&quot;,&quot;first_name&quot;,&quot;last_name&quot;])
            -&gt;join(&quot;film&quot;, &quot;film_actor.film_id&quot;, '=', 'film.film_id')  
            -&gt;join(&quot;actor&quot;, &quot;film_actor.actor_id&quot;, '=', 'actor.actor_id');  
        //something like
        //return self::select(&quot;*&quot;)-&gt;joinUsing(&quot;film&quot;,[&quot;film_id&quot;]);
        //or
        //return self::select(&quot;*&quot;)-&gt;join(&quot;film&quot;,function($join){
        //    $join-&gt;using(&quot;film_id&quot;);
        //});
    }
}
So, in the controller I can get the data like
$data = FilmActor::allJoin()  
        -&gt;limit(100)  
        -&gt;get();`  
But there's a con, if I need to add extra behavior (like where or order).
$data = FilmActor::allJoin()
        -&gt;where(&quot;film.film_id&quot;,&quot;1&quot;)   
        -&gt;orderBy(&quot;film_actor.actor_id&quot;)  
        -&gt;limit(100)  
        -&gt;get();`  
I need to pass table name to avoid ambiguous field. Not good. So I want for further use, I can do
$kat = $request-&gt;getParam(&quot;kat&quot;,&quot;first_name&quot;);  
// [&quot;film_id&quot;, &quot;title&quot;, &quot;first_name&quot;, &quot;last_name&quot;]  
// from combobox html  
// adding &quot;film.film_id&quot; to combo is not an option  
// passing table name to html ?? big NO
$search = $request-&gt;getParam(&quot;search&quot;,&quot;&quot;);
$order = $request-&gt;getParam(&quot;order&quot;,&quot;&quot;);
$data = FilmActor::allJoin()
        -&gt;where($kat,&quot;like&quot;,&quot;%$search%&quot;)   
        -&gt;orderBy($order)  
        -&gt;limit(100)  
        -&gt;get();`  
",<php><mysql><sql><eloquent><slim>,2969,4,60,3402,6,34,58,62,1075,0.0,84,3,21,2018-01-19 19:38,2018-02-09 1:48,,21.0,,Basic,3
57257965,DBeaver restore SQL Server .bak file,"I am just trying to restore a SQL Server .bak file in my DBeaver UI. But I have no idea how to do this - can someone help please? 
I created a database, but when I right click on it, there are no restore options.
",<sql-server><restore><dbeaver>,213,1,2,2114,7,23,49,56,37217,0.0,59,4,21,2019-07-29 16:31,2019-07-29 18:50,,0.0,,Intermediate,20
55755095,PostgreSQL- ModuleNotFoundError: No module named 'psycopg2',"I can confirm psycopg2 is install (using conda install -c anaconda psycopg2) but the it seems psycopg2 cannot be imported to my python script or the interpreter is unable to locate it. I also tried installing using pip3, requirements are satisfied, meaning psycopg2 is already istalled, but cannot understand why I script isn't able to import it. Using Mac (OS v10.14.4) 
$ python create_tables.py
Traceback (most recent call last):
  File ""create_tables.py"", line 1, in &lt;module&gt;
    import psycopg2
ModuleNotFoundError: No module named 'psycopg2'
$ pip3 install psycopg2
Requirement already satisfied: psycopg2 in /usr/local/lib/python3.7/site-packages (2.8.2)
$ pip3 install psycopg2-binary
Requirement already satisfied: psycopg2-binary in /usr/local/lib/python3.7/site-packages (2.8.2)
python -V
Python 3.7.0
Any idea why  this happen?
EDIT: create_table.py
import psycopg2
from config import config
def create_tables():
    """""" create tables in the PostgreSQL database""""""
    commands = (
        """"""
        CREATE TABLE vendors (
            vendor_id SERIAL PRIMARY KEY,
            vendor_name VARCHAR(255) NOT NULL
        )
        """""",
        """""" CREATE TABLE parts (
                part_id SERIAL PRIMARY KEY,
                part_name VARCHAR(255) NOT NULL
                )
        """""",
        """"""
        CREATE TABLE part_drawings (
                part_id INTEGER PRIMARY KEY,
                file_extension VARCHAR(5) NOT NULL,
                drawing_data BYTEA NOT NULL,
                FOREIGN KEY (part_id)
                REFERENCES parts (part_id)
                ON UPDATE CASCADE ON DELETE CASCADE
        )
        """""",
        """"""
        CREATE TABLE vendor_parts (
                vendor_id INTEGER NOT NULL,
                part_id INTEGER NOT NULL,
                PRIMARY KEY (vendor_id , part_id),
                FOREIGN KEY (vendor_id)
                    REFERENCES vendors (vendor_id)
                    ON UPDATE CASCADE ON DELETE CASCADE,
                FOREIGN KEY (part_id)
                    REFERENCES parts (part_id)
                    ON UPDATE CASCADE ON DELETE CASCADE
        )
        """""")
    conn = None
    try:
        # read the connection parameters
        params = config()
        # connect to the PostgreSQL server
        conn = psycopg2.connect(**params)
        cur = conn.cursor()
        # create table one by one
        for command in commands:
            cur.execute(command)
        # close communication with the PostgreSQL database server
        cur.close()
        # commit the changes
        conn.commit()
    except (Exception, psycopg2.DatabaseError) as error:
        print(error)
    finally:
        if conn is not None:
            conn.close()
if __name__ == '__main__':
    create_tables()
",<python><python-3.x><psycopg2><postgresql-9.1>,2788,0,77,3495,6,29,62,80,32251,0.0,439,3,21,2019-04-19 0:08,2019-04-19 0:19,2019-04-19 1:09,0.0,0.0,Basic,9
48112591,Generate ansi sql INSERT INTO,"I have Oracle database with 10 tables. Some of the tables have CLOB data text. I need to export data from these tables pro-grammatically using java. The export data should be in ANSI INSERT INTO SQL format, for example: 
INSERT INTO table_name (column1, column2, column3, ...)
VALUES (value1, value2, value3, ...);
The main idea is that I need to import this data into three different databases:
ORACLE, MSSQL and MySQL. As I know all these databases support ANSI INSERT INTO. But I have not found any java API/framework for generating data SQL scripts. And I do not know how to deal with CLOB data, how to export it. 
What is the best way to export data from a database with java? 
UPDATE: (01.07.2018) 
I guess it is impossible to insert text data more than 4000 bytes according to this answer. How to generate PL\SQL scripts using java programmatically? Or is there any other export format which supports ORACLE, MSSQL, etc?
",<java><sql><oracle>,928,1,2,2689,3,33,50,76,2959,0.0,2360,7,21,2018-01-05 11:21,2018-01-05 11:27,,0.0,,Basic,9
49783108,PostgreSQL 10 on Linux - LC_COLLATE locale en_US.utf-8 not valid,"
  ERROR: invalid locale name: ""en_US.utf-8""
Running Ubuntu server 18.04 Beta 2 with PostgreSQL 10.
In running a database creation script that worked on 9.5, I am now seeing an issue with 'en_US.UTF-8' as a locale:
CREATE DATABASE db WITH TEMPLATE = template0 ENCODING = 'UTF8' LC_COLLATE = 'en_US.UTF-8' LC_CTYPE = 'en_US.UTF-8';
I know this may be redundant as I understand the default to be 'en_US.etf-8'.  Removing the LC_COLLATE and LC_CTYPE parameters let me run my script.
So did the locale definitions change somehow for V 10?  Or is there something else now happening?  I couldn't find anything on this in the Postgres 10 manual.
",<postgresql>,639,0,1,1603,2,10,17,81,44629,0.0,0,6,21,2018-04-11 19:31,2018-04-12 19:40,2018-04-12 19:40,1.0,1.0,Basic,9
59065629,"A field with precision 10, scale 2 must round to an absolute value less than 10^8","I have a django-field total_price in postgres database version 9.3.11.
Here is the code:
total_value = models.DecimalField(decimal_places=100, default=0, max_digits=300)
I want to convert it to proper 2 decimal place. So I wrote this:
total_value = models.DecimalField(decimal_places=2, default=0, max_digits=10)
My migration file
# -*- coding: utf-8 -*-
from __future__ import unicode_literals
from django.db import models, migrations
class Migration(migrations.Migration):
    dependencies = [
        ('my_table', '0040_my_table_skipped'),
    ]
    operations = [
        migrations.AlterField(
            model_name='my_table',
            name='total_value',
            field=models.DecimalField(default=0, 
                                      max_digits=10, 
                                      decimal_places=2),
        ),
    ]
When I run command python manage.py migrate
I get an error from postgresql:
A field with precision 10, scale 2 must round to an absolute value less than 10^8.
",<python><django><postgresql><django-models><postgresql-9.3>,1003,0,26,9182,13,57,85,55,61396,,327,3,21,2019-11-27 8:03,2020-04-26 7:43,,151.0,,Basic,9
49088401,Spark from_json with dynamic schema,"I am trying to use Spark for processing JSON data with variable structure(nested JSON). Input JSON data could be very large with more than 1000 of keys per row and one batch could be more than 20 GB. 
Entire batch has been generated from 30 data sources and 'key2' of each JSON can be used to identify the source and structure for each source is predefined.
What would be the best approach for processing such data?
I have tried using from_json like below but it works only with fixed schema and to use it first I need to group the data based on each source and then apply the schema. 
Due to large data volume my preferred choice is to scan the data only once and extract required values from each source, based on predefined schema.
import org.apache.spark.sql.types._ 
import spark.implicits._
val data = sc.parallelize(
    """"""{""key1"":""val1"",""key2"":""source1"",""key3"":{""key3_k1"":""key3_v1""}}""""""
    :: Nil)
val df = data.toDF
val schema = (new StructType)
    .add(""key1"", StringType)
    .add(""key2"", StringType)
    .add(""key3"", (new StructType)
    .add(""key3_k1"", StringType))
df.select(from_json($""value"",schema).as(""json_str""))
  .select($""json_str.key3.key3_k1"").collect
res17: Array[org.apache.spark.sql.Row] = Array([xxx])
",<json><apache-spark><apache-spark-sql>,1233,0,19,284,1,2,9,70,44295,0.0,2,3,21,2018-03-03 19:37,2018-03-04 3:54,,1.0,,Intermediate,18
55581114,COUNT(id) or MAX(id) - which is faster?,"I have a web server on which I've implemented my own messaging system.
I am at a phase where I need to create an API that checks if the user has new messages.
My DB table is simple:
ID - Auto Increment, Primary Key (Bigint)
Sender - Varchar (32) // Foreign Key to UserID hash from Users DB Table
Recipient - Varchar (32) // Foreign Key to UserID hash from Users DB Table
Message - Varchar (256) //UTF8 BIN
I am considering making an API that will estimate if there are new messages for a given user. I am thinking of using one of these methods:
A) Select count(ID) of messages where sender or recipient is me.
(if this number &gt; previous number, I have a new message)
B) Select max(ID) of messages where sender or recipient is me.
(if max(ID) &gt; than previous number, I have a new message)
My question is:  Can I calculate somehow what method will consume fewer server resources? Or is there some article? Maybe another method I didn't mention?
",<php><mysql><performance>,949,0,6,336,0,6,18,50,4952,0.0,9,4,21,2019-04-08 20:15,2019-04-08 20:19,2019-04-08 20:19,0.0,0.0,Intermediate,23
53784468,Postgres 10.3: SELECT queries hang for hours,"My application is using Postgres as DBMS, the version of Postgres that i'm using is 10.3 with the extension Postgis installed. 
Occasionally i noticed that in random interval of times the dbms become slow and get stuck on a few SELECT queries.
From pg_stat_activity i noticed that the wait_event_type and wait_event of these queries is as follows: 
 select wait_event_type, wait_event from pg_stat_activity where state='active'; 
 wait_event_type |  wait_event  
-----------------+--------------
 IO              | DataFileRead
 IO              | DataFileRead
 IO              | DataFileRead
 IO              | DataFileRead
 LWLock          | buffer_io
 LWLock          | buffer_io
 IO              | DataFileRead
 LWLock          | buffer_io
 LWLock          | buffer_io
 IO              | DataFileRead
 IO              | DataFileRead
 LWLock          | buffer_io
 LWLock          | buffer_io
 IO              | DataFileRead
 LWLock          | buffer_io
 IO              | DataFileRead
 LWLock          | buffer_io
 LWLock          | buffer_io
 LWLock          | buffer_io
 LWLock          | buffer_io
 LWLock          | buffer_io
 LWLock          | buffer_io
 LWLock          | buffer_io
 LWLock          | buffer_io
 LWLock          | buffer_io
 LWLock          | buffer_io
 LWLock          | buffer_io
 IO              | DataFileRead
 IO              | DataFileRead
                 | 
 IO              | DataFileRead
 LWLock          | buffer_io
 LWLock          | buffer_io
(33 rows)
My assumption, after checking the docs, is that the hardware underneath has some issues and then the problem i'm facing is not related to the application, or the type of query, but to the hardware itself.
Anybody ever faced this kind of issue? 
",<postgresql><postgresql-10>,1735,1,40,1490,2,12,22,74,12768,0.0,67,1,21,2018-12-14 17:37,2021-04-28 11:28,,866.0,,Intermediate,23
55297807,When do Postgres column or table names need quotes and when don't they?,"Let's consider the following postgres query:
SELECT * 
FROM ""MY_TABLE""
WHERE ""bool_var""=FALSE 
 AND ""str_var""='something';
The query fails to respond properly when I remove quotes around ""str_var"" but not when I do the same around ""bool_var"". Why? What is the proper way to write the query in that case, no quotes around the boolean column and quotes around the text column? Something else?
",<postgresql><quoted-identifier>,391,0,6,594,1,5,10,68,19822,0.0,144,2,21,2019-03-22 10:39,2019-03-22 10:46,2019-03-22 12:21,0.0,0.0,Basic,8
